target_id	length	eff_length	est_counts	tpm
NC_004830.2	10140	9911.63	0	0
ENA|CEND01000001|CEND01000001.1	10142	9913.63	0	0
NC_009025.1	9499	9270.63	0	0
NC_004807.1	9524	9295.63	0	0
NC_010711.1	3674	3445.63	2	167938
NC_002548.1	9491	9262.63	12	374830
NC_014137.1	9505	9276.63	0	0
NC_032433.1	5991	5762.63	0	0
NC_003784.1	8550	8321.63	13	451984
NC_002066.1	8832	8603.63	0	0
NC_006494.1	10112	9883.63	0	0
NC_040601.1	9552	9323.63	0	0
KX578272.1	4146	3917.63	0	0
NC_027631.1	6258	6029.63	0	0
NC_035071.1	20414	20185.6	0	0
KY354240.1	10091	9862.63	0	0
KY354234.1	14001	13772.6	0	0
KR819915.1	496396	496168	9	5248.1
MG571088.1	1811	1582.63	0	0
MG571087.1	2194	1965.63	0	0
NC_027619.1	6169	5940.63	0	0
MK032464.1	8332	8103.63	0	0
MK032465.1	2198	1969.63	0	0
MK032466.1	1899	1670.63	0	0
MK032467.1	1983	1754.63	0	0
MK032468.1	1708	1479.63	0	0
MK032469.1	1442	1213.63	0	0
MK032470.1	951	722.632	0	0
